time_s,temp_c,temp_ema,vnode,fan_duty,heater_duty,setpoint,state
1747.9651,37.5146,37.5146,0.0927,0.0000,0.5000,34.0000,PID
1748.9651,38.0082,37.5245,0.0911,1.0000,0.5000,34.0000,PID
1749.9651,38.0082,37.5342,0.0911,1.0000,0.5000,34.0000,PID
1750.9651,38.0082,37.5436,0.0911,1.0000,0.5000,34.0000,PID
1751.9651,37.0309,37.5334,0.0943,1.0000,0.5000,34.0000,PID
1752.9651,37.5146,37.5330,0.0927,1.0000,0.5000,34.0000,THROTTLE
1753.9651,37.0309,37.5230,0.0943,1.0000,0.1463,34.0000,THROTTLE
1754.9651,36.0916,37.4943,0.0975,1.0000,0.1463,34.0000,THROTTLE
1755.9651,36.0916,37.4663,0.0975,1.0000,0.1464,34.0000,THROTTLE
1756.9651,36.3230,37.4434,0.0967,1.0000,0.1459,34.0000,THROTTLE
1757.9651,35.6353,37.4073,0.0991,1.0000,0.1468,34.0000,THROTTLE
1763.9651,34.7481,37.1954,0.1023,1.0000,0.1521,34.0000,THROTTLE
1771.9651,34.7481,36.8219,0.1023,1.0000,0.1702,34.0000,THROTTLE
1772.9651,34.7481,36.7804,0.1023,1.0000,0.1721,34.0000,THROTTLE
1773.9651,34.9669,36.7442,0.1015,1.0000,0.1735,34.0000,THROTTLE
1774.9651,34.5314,36.6999,0.1032,1.0000,0.1757,34.0000,THROTTLE
1775.9651,170.4795,39.3755,0.0032,1.0000,0.0000,34.0000,THROTTLE
1776.9651,187.2780,42.3335,0.0024,1.0000,0.0000,34.0000,THROTTLE
1777.9651,187.2780,45.2324,0.0024,1.0000,0.0000,34.0000,FAULT
1778.9651,187.2780,45.2324,0.0024,1.0000,0.0000,34.0000,FAULT
1779.9651,170.4795,45.2324,0.0032,1.0000,0.0000,34.0000,FAULT
1780.9651,158.2685,45.2324,0.0040,1.0000,0.0000,34.0000,FAULT
1781.9651,170.4795,45.2324,0.0032,1.0000,0.0000,34.0000,FAULT
1782.9651,187.2780,45.2324,0.0024,1.0000,0.0000,34.0000,FAULT
1807.9651,34.9669,45.2324,0.1015,1.0000,0.0000,34.0000,FAULT
1808.9651,34.7481,45.2324,0.1023,1.0000,0.0000,34.0000,FAULT
1809.9651,34.5314,45.2324,0.1032,1.0000,0.0000,34.0000,FAULT
1810.9651,34.9669,45.2324,0.1015,1.0000,0.0000,34.0000,FAULT
1811.9651,34.1037,45.2324,0.1048,1.0000,0.0000,34.0000,FAULT
1812.9651,34.7481,45.2324,0.1023,1.0000,0.0000,34.0000,FAULT
1813.9651,34.5314,45.2324,0.1032,1.0000,0.0000,34.0000,FAULT
1814.9651,34.5314,45.2324,0.1032,1.0000,0.0000,34.0000,COOLING
1815.9651,34.3166,45.2324,0.1040,0.0000,0.0000,34.0000,IDLE
1816.9651,34.5314,45.2324,0.1032,0.0000,0.0000,34.0000,IDLE
1817.9651,34.7481,45.2324,0.1023,0.0000,0.0000,34.0000,IDLE
1818.9651,34.7481,45.2324,0.1023,0.0000,0.0000,34.0000,IDLE
1819.9651,34.7481,45.2324,0.1023,0.0000,0.0000,34.0000,IDLE
1820.9651,34.5314,45.2324,0.1032,0.0000,0.0000,34.0000,IDLE
1831.9651,34.7481,45.2324,0.1023,0.0000,0.0000,34.0000,IDLE
1832.9651,34.5314,45.2324,0.1032,0.0000,0.0000,34.0000,IDLE
1833.9651,34.3166,45.2324,0.1040,0.0000,0.0000,34.0000,IDLE
1834.9651,34.9669,45.2324,0.1015,0.0000,0.0000,34.0000,IDLE
1835.9651,34.7481,45.2324,0.1023,0.0000,0.0000,34.0000,IDLE
1836.9651,34.9669,45.2324,0.1015,0.0000,0.0000,34.0000,IDLE
1837.9651,35.1876,35.1876,0.1007,0.0000,0.5000,34.0000,PID
1838.9651,35.4104,35.1921,0.0999,0.8142,0.5000,34.0000,PID
1839.9651,35.4104,35.1964,0.0999,0.8245,0.5000,34.0000,PID
1840.9651,34.9669,35.1919,0.1015,0.8287,0.5000,34.0000,PID
1841.9651,34.5314,35.1786,0.1032,0.8269,0.5000,34.0000,PID
1842.9651,35.4104,35.1833,0.0999,0.8373,0.5000,34.0000,PID
1860.9651,33.2708,34.9578,0.1080,0.8056,0.5000,34.0000,PID
1861.9651,34.9669,34.9579,0.1015,0.8116,0.5000,34.0000,PID
1865.9651,34.7481,34.9047,0.1023,0.7979,0.5000,34.0000,PID
1869.9651,34.5314,34.8554,0.1032,0.7857,0.5000,34.0000,PID
1897.9651,33.8928,34.4626,0.1056,0.6256,0.5000,34.0000,PID
1914.9651,34.9669,34.3689,0.1015,0.6038,0.5000,34.0000,PID
1923.9651,30.2050,33.6902,0.1209,0.1425,0.5000,34.0000,PID
1925.9651,31.4975,33.6071,0.1152,0.0817,0.5000,34.0000,PID
1926.9651,30.0261,33.5355,0.1217,0.0304,0.5000,34.0000,PID
1927.9651,30.7502,33.4798,0.1185,0.0000,0.5000,34.0000,PID
1934.9651,31.8802,33.2259,0.1136,0.0000,0.5000,34.0000,PID
1944.9651,30.5671,32.9860,0.1193,0.0000,0.5000,34.0000,PID
1966.9670,-24.7134,12.2926,1.2048,0.0000,0.5000,34.0000,PID
1987.9651,-23.9408,-0.4213,1.1653,0.0000,0.5000,34.0000,PID
1988.9651,-26.2391,-0.9377,1.2862,0.0000,0.0000,34.0000,PID
2000.9651,-25.0838,-5.9558,1.2241,0.0000,0.0000,34.0000,PID
2001.8281,-22.6618,-6.2899,1.1024,0.0000,0.0000,34.0000,PID
